,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,YearsInCurrentRole,YearsSinceLastPromotion
696,No,45,Non-Travel,Research & Development,4,2,Life Sciences,Male,Laboratory Technician,2,Married,4447,1,No,12,7,0
697,No,29,Travel_Frequently,Sales,20,3,Technical Degree,Female,Sales Representative,4,Married,2157,1,No,15,1,0
698,No,35,Travel_Rarely,Sales,18,3,Medical,Female,Sales Executive,3,Married,4601,1,No,16,2,1
699,No,52,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Manager,4,Married,17099,2,No,15,8,7
700,Yes,58,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,Research Scientist,3,Single,2479,4,No,24,0,0
701,No,53,Travel_Rarely,Sales,2,2,Medical,Male,Manager,3,Divorced,14852,6,No,13,13,15
702,No,30,Travel_Rarely,Sales,8,2,Other,Male,Sales Executive,3,Divorced,7264,5,No,11,4,7
703,No,38,Non-Travel,Sales,10,3,Technical Degree,Female,Sales Executive,4,Single,5666,1,Yes,13,3,1
704,No,35,Travel_Rarely,Sales,3,4,Life Sciences,Male,Sales Executive,4,Divorced,7823,6,No,13,9,0
705,No,39,Travel_Rarely,Sales,2,5,Life Sciences,Male,Sales Executive,3,Single,7880,0,No,18,7,0
706,Yes,40,Non-Travel,Sales,24,3,Life Sciences,Female,Sales Executive,2,Single,13194,4,Yes,16,0,0
707,No,47,Travel_Frequently,Research & Development,16,4,Medical,Male,Manufacturing Director,3,Divorced,5067,1,Yes,19,10,2
708,No,36,Non-Travel,Sales,8,4,Technical Degree,Male,Sales Executive,4,Divorced,5079,4,No,13,7,0
709,Yes,31,Non-Travel,Research & Development,9,2,Medical,Male,Research Scientist,1,Single,2321,0,Yes,22,2,1
710,No,33,Non-Travel,Sales,17,3,Life Sciences,Male,Manager,3,Single,17444,1,No,11,8,6
711,Yes,29,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Research Scientist,1,Single,2404,6,Yes,20,0,0
712,No,33,Travel_Rarely,Research & Development,13,1,Life Sciences,Female,Research Scientist,4,Single,3452,3,No,18,2,0
713,No,45,Travel_Rarely,Research & Development,1,4,Medical,Female,Laboratory Technician,4,Divorced,2270,3,No,14,3,0
714,No,50,Travel_Rarely,Research & Development,1,2,Medical,Male,Research Director,4,Divorced,17399,9,No,22,4,1
715,No,33,Travel_Frequently,Research & Development,1,4,Other,Female,Healthcare Representative,2,Married,5488,1,Yes,13,5,1
716,No,41,Travel_Frequently,Research & Development,9,3,Medical,Male,Research Director,3,Divorced,19419,2,No,17,16,0
717,No,27,Travel_Rarely,Research & Development,16,4,Technical Degree,Female,Laboratory Technician,2,Married,2811,9,No,14,2,2
718,No,45,Non-Travel,Research & Development,23,2,Life Sciences,Male,Laboratory Technician,1,Married,3633,1,Yes,15,8,0
719,No,47,Travel_Rarely,Sales,4,2,Life Sciences,Female,Sales Executive,4,Single,4163,1,Yes,17,0,0
720,Yes,30,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,Research Scientist,3,Married,2132,4,Yes,11,2,0
721,No,50,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,Manufacturing Director,3,Married,13973,3,Yes,18,11,1
722,No,38,Travel_Frequently,Research & Development,10,1,Medical,Male,Research Scientist,3,Married,2684,0,No,17,1,0
723,No,46,Travel_Rarely,Research & Development,7,2,Medical,Male,Manufacturing Director,3,Divorced,10845,6,No,13,7,0
724,No,24,Travel_Rarely,Research & Development,17,1,Medical,Female,Manufacturing Director,3,Divorced,4377,1,No,15,2,3
725,Yes,35,Travel_Rarely,Research & Development,14,4,Other,Male,Laboratory Technician,2,Divorced,3743,1,Yes,24,2,0
726,No,31,Travel_Frequently,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,1,Married,4148,1,No,12,3,0
727,No,18,Non-Travel,Research & Development,5,2,Life Sciences,Male,Research Scientist,4,Single,1051,1,No,15,0,0
728,No,54,Travel_Rarely,Research & Development,17,3,Technical Degree,Female,Manufacturing Director,3,Married,10739,8,No,11,7,0
729,No,35,Travel_Rarely,Research & Development,25,4,Medical,Female,Healthcare Representative,3,Divorced,10388,1,Yes,11,10,10
730,No,30,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,Research Director,1,Married,11416,0,Yes,12,7,1
731,Yes,20,Travel_Rarely,Research & Development,11,3,Medical,Female,Research Scientist,1,Single,2600,1,Yes,15,0,0
732,Yes,30,Travel_Frequently,Research & Development,5,3,Medical,Female,Laboratory Technician,2,Single,2422,0,No,17,2,1
733,No,26,Travel_Rarely,Research & Development,2,2,Medical,Male,Manufacturing Director,4,Married,5472,1,No,12,7,1
734,No,22,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,Laboratory Technician,1,Married,2451,1,No,15,3,1
735,No,48,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,3,Single,4240,2,No,13,2,2
736,No,48,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,7,No,14,11,4
737,No,41,Travel_Rarely,Research & Development,7,2,Medical,Female,Manufacturing Director,3,Single,5003,6,No,14,2,2
738,No,39,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,4,Married,12742,1,No,16,6,11
739,No,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,4,Married,4227,0,No,18,2,2
740,No,35,Travel_Rarely,Research & Development,10,3,Other,Male,Laboratory Technician,4,Divorced,3917,1,No,20,2,1
741,No,42,Travel_Rarely,Sales,5,2,Marketing,Male,Manager,3,Married,18303,6,No,13,0,0
742,No,50,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,4,Married,2380,4,No,18,0,0
743,No,59,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,13726,3,Yes,13,3,4
744,Yes,37,Travel_Rarely,Research & Development,11,2,Medical,Female,Healthcare Representative,2,Married,4777,5,No,15,0,0
745,No,55,Travel_Frequently,Research & Development,18,4,Medical,Male,Healthcare Representative,2,Married,6385,3,Yes,14,7,6
746,No,41,Non-Travel,Research & Development,7,1,Life Sciences,Female,Research Director,3,Divorced,19973,1,No,22,16,5
747,No,38,Travel_Rarely,Sales,3,4,Life Sciences,Male,Sales Executive,4,Single,6861,8,Yes,12,0,0
748,Yes,26,Non-Travel,Sales,29,2,Medical,Male,Sales Executive,1,Single,4969,8,No,18,2,2
749,Yes,52,Travel_Rarely,Sales,2,1,Marketing,Female,Manager,4,Married,19845,1,No,15,14,6
750,No,44,Travel_Rarely,Sales,28,3,Medical,Female,Sales Executive,4,Married,13320,3,Yes,18,11,11
751,No,50,Non-Travel,Sales,1,3,Life Sciences,Female,Sales Executive,3,Married,6347,0,No,12,7,0
752,Yes,36,Travel_Rarely,Research & Development,16,4,Life Sciences,Female,Laboratory Technician,1,Single,2743,1,No,16,13,15
753,No,39,Travel_Frequently,Research & Development,22,3,Medical,Female,Manufacturing Director,1,Single,10880,1,Yes,13,6,2
754,No,33,Non-Travel,Sales,8,1,Life Sciences,Female,Sales Representative,4,Single,2342,0,No,19,2,2
755,No,45,Travel_Rarely,Sales,11,2,Life Sciences,Female,Manager,4,Married,17650,3,No,13,3,1
756,No,32,Non-Travel,Research & Development,29,4,Medical,Female,Laboratory Technician,3,Single,4025,9,No,12,7,7
757,No,34,Travel_Rarely,Sales,1,4,Marketing,Male,Sales Executive,4,Divorced,9725,0,No,11,1,0
758,No,59,Travel_Rarely,Sales,1,2,Technical Degree,Male,Manager,4,Married,11904,3,Yes,14,4,0
759,No,45,Travel_Rarely,Human Resources,24,4,Medical,Male,Human Resources,2,Single,2177,1,No,16,3,0
760,No,53,Travel_Frequently,Sales,2,3,Marketing,Female,Sales Executive,2,Married,7525,2,No,12,7,6
761,Yes,36,Travel_Rarely,Research & Development,15,3,Other,Male,Laboratory Technician,3,Divorced,4834,7,No,14,0,0
762,Yes,26,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Research Scientist,1,Married,2042,6,Yes,14,2,1
763,No,34,Travel_Rarely,Sales,10,4,Life Sciences,Female,Sales Representative,3,Married,2220,1,Yes,19,1,0
764,No,28,Travel_Rarely,Sales,10,1,Medical,Male,Sales Representative,2,Married,1052,1,No,22,0,0
765,No,38,Travel_Frequently,Research & Development,3,4,Other,Male,Research Scientist,3,Married,2821,3,No,16,2,2
766,No,50,Travel_Rarely,Research & Development,2,4,Medical,Male,Research Director,3,Married,19237,2,Yes,11,1,7
767,No,37,Travel_Rarely,Research & Development,3,3,Other,Female,Healthcare Representative,2,Single,4107,3,No,15,3,0
768,No,40,Travel_Rarely,Sales,26,3,Marketing,Male,Sales Executive,1,Married,8396,1,No,14,7,7
769,No,26,Travel_Frequently,Research & Development,1,1,Medical,Female,Research Scientist,3,Divorced,2007,1,No,13,3,1
770,No,46,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,19627,9,No,17,2,2
771,No,54,Travel_Rarely,Sales,2,4,Life Sciences,Female,Sales Executive,3,Married,10686,6,No,11,4,7
772,No,56,Travel_Frequently,Research & Development,9,3,Medical,Female,Research Scientist,3,Married,2942,2,No,19,4,0
773,No,36,Travel_Rarely,Research & Development,12,5,Medical,Female,Manufacturing Director,4,Single,8858,0,No,11,8,7
774,No,55,Non-Travel,Research & Development,2,1,Medical,Male,Manager,1,Single,16756,7,No,15,7,6
775,No,43,Travel_Rarely,Sales,25,3,Medical,Male,Sales Executive,4,Divorced,10798,5,No,13,0,0
776,Yes,20,Travel_Frequently,Sales,9,3,Marketing,Female,Sales Representative,4,Single,2323,1,Yes,14,2,0
777,Yes,21,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,1,Single,1416,1,No,13,0,1
778,No,46,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,Research Scientist,1,Divorced,4615,8,Yes,23,13,1
779,Yes,51,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Married,2461,9,Yes,12,0,2
780,Yes,28,Non-Travel,Research & Development,24,2,Technical Degree,Male,Healthcare Representative,1,Single,8722,1,No,12,7,1
781,No,26,Travel_Rarely,Research & Development,1,2,Medical,Male,Laboratory Technician,1,Married,3955,1,No,16,3,1
782,No,30,Travel_Rarely,Research & Development,20,3,Other,Male,Manufacturing Director,1,Married,9957,0,No,15,2,0
783,No,41,Travel_Rarely,Research & Development,7,2,Technical Degree,Female,Research Scientist,3,Married,3376,1,No,13,6,0
784,No,38,Travel_Rarely,Research & Development,17,1,Life Sciences,Female,Healthcare Representative,3,Married,8823,0,No,18,9,1
785,No,40,Travel_Rarely,Research & Development,20,4,Technical Degree,Male,Healthcare Representative,4,Married,10322,4,No,20,10,11
786,No,27,Non-Travel,Research & Development,8,5,Life Sciences,Male,Laboratory Technician,3,Married,4621,1,No,19,2,1
787,No,55,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,2,Married,10976,3,No,18,2,1
788,No,28,Travel_Rarely,Research & Development,10,3,Other,Female,Research Scientist,3,Single,3660,3,No,13,7,1
789,Yes,44,Travel_Rarely,Human Resources,1,2,Medical,Male,Human Resources,1,Married,10482,9,No,14,6,3
790,No,33,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7119,4,No,15,2,1
791,Yes,35,Travel_Rarely,Sales,4,3,Technical Degree,Male,Sales Executive,1,Single,9582,0,Yes,22,7,4
792,Yes,33,Travel_Frequently,Research & Development,29,4,Medical,Female,Research Scientist,3,Single,4508,1,No,22,7,3
793,No,28,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,Laboratory Technician,3,Divorced,2207,1,No,16,2,2
794,No,34,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,Healthcare Representative,4,Single,7756,0,No,17,2,0
795,No,37,Travel_Rarely,Sales,10,4,Life Sciences,Female,Sales Executive,4,Divorced,6694,2,Yes,14,0,0
796,Yes,25,Travel_Rarely,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,4,Married,3691,1,Yes,15,7,5
797,Yes,26,Travel_Rarely,Research & Development,21,3,Medical,Male,Laboratory Technician,3,Divorced,2377,1,No,20,1,0
798,Yes,33,Travel_Rarely,Research & Development,25,3,Medical,Male,Research Scientist,2,Single,2313,4,Yes,20,2,2
799,No,42,Travel_Rarely,Research & Development,2,2,Medical,Male,Manager,1,Married,17665,0,No,17,6,13
800,Yes,28,Travel_Frequently,Research & Development,1,3,Medical,Male,Laboratory Technician,2,Divorced,2596,1,No,15,0,0
801,Yes,50,Travel_Frequently,Sales,1,4,Other,Male,Sales Executive,3,Single,4728,3,Yes,14,0,0
802,No,33,Travel_Frequently,Sales,7,3,Life Sciences,Female,Sales Executive,2,Married,4302,0,No,17,2,0
803,No,34,Non-Travel,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2979,3,No,17,0,0
804,No,48,Non-Travel,Research & Development,1,4,Medical,Male,Manager,4,Single,16885,2,No,22,4,2
805,No,45,Non-Travel,Sales,9,4,Life Sciences,Female,Sales Executive,3,Married,5593,1,No,13,10,4
806,No,52,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Single,10445,7,No,19,6,4
807,No,38,Travel_Rarely,Sales,10,4,Marketing,Male,Sales Executive,3,Divorced,8740,0,Yes,14,7,2
808,No,29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,Research Scientist,4,Divorced,2514,4,No,22,5,1
809,No,28,Travel_Rarely,Research & Development,3,3,Medical,Female,Manufacturing Director,2,Divorced,7655,0,No,17,7,1
810,No,46,Travel_Rarely,Sales,3,1,Marketing,Male,Manager,3,Married,17465,3,No,12,9,4
811,No,38,Travel_Rarely,Sales,2,2,Marketing,Male,Sales Executive,2,Single,7351,7,No,16,0,0
812,No,43,Travel_Frequently,Research & Development,27,3,Life Sciences,Female,Manufacturing Director,1,Married,10820,8,No,11,7,0
813,Yes,39,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Divorced,12169,7,No,11,7,11
814,No,40,Travel_Rarely,Research & Development,14,3,Medical,Male,Research Director,3,Single,19626,1,No,14,7,4
815,No,21,Travel_Rarely,Research & Development,1,1,Technical Degree,Female,Research Scientist,2,Single,2070,1,Yes,11,2,2
816,No,39,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Single,6782,9,No,15,4,0
817,No,36,Non-Travel,Research & Development,18,4,Life Sciences,Male,Manufacturing Director,4,Single,7779,2,No,20,9,0
818,No,31,Travel_Frequently,Sales,20,3,Life Sciences,Male,Sales Representative,4,Married,2791,0,No,12,2,2
819,No,28,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Research Scientist,2,Married,3201,0,No,17,3,0
820,No,35,Travel_Frequently,Sales,11,2,Marketing,Male,Sales Executive,4,Divorced,4968,1,No,11,2,0
821,No,49,Travel_Rarely,Sales,8,4,Technical Degree,Male,Sales Executive,2,Married,13120,6,No,17,8,2
822,No,34,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,3,Single,4033,2,No,11,2,0
823,No,29,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,Research Scientist,2,Divorced,3291,0,No,14,5,1
824,No,42,Travel_Rarely,Research & Development,29,3,Medical,Male,Laboratory Technician,4,Single,4272,4,No,19,0,0
825,No,29,Travel_Rarely,Research & Development,8,1,Medical,Male,Manufacturing Director,4,Married,5056,1,Yes,15,7,1
826,No,38,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Human Resources,3,Married,2844,1,No,13,6,5
827,No,28,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Divorced,2703,1,Yes,14,1,0
828,Yes,18,Non-Travel,Research & Development,8,1,Medical,Male,Laboratory Technician,3,Single,1904,1,No,12,0,0
829,Yes,33,Travel_Rarely,Sales,9,4,Marketing,Female,Sales Executive,1,Single,8224,0,Yes,17,2,0
830,No,41,Travel_Rarely,Research & Development,12,4,Life Sciences,Male,Laboratory Technician,4,Married,4766,3,Yes,11,0,0
831,Yes,31,Travel_Frequently,Research & Development,15,3,Medical,Male,Laboratory Technician,3,Married,2610,1,No,12,2,2
832,No,37,Travel_Rarely,Research & Development,25,2,Medical,Female,Healthcare Representative,4,Divorced,5731,7,No,13,2,1
833,No,27,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Married,2539,1,No,13,2,2
834,No,34,Travel_Rarely,Sales,9,1,Life Sciences,Female,Sales Executive,3,Married,5714,1,No,20,5,1
835,No,35,Travel_Rarely,Human Resources,8,4,Technical Degree,Male,Human Resources,3,Single,4323,1,No,17,4,1
836,Yes,29,Travel_Rarely,Sales,23,1,Life Sciences,Female,Sales Executive,1,Married,7336,1,No,13,8,3
837,No,40,Travel_Frequently,Research & Development,9,4,Medical,Female,Research Director,3,Single,13499,9,No,17,7,2
838,Yes,42,Travel_Frequently,Sales,12,3,Life Sciences,Male,Sales Executive,1,Single,13758,0,Yes,12,9,13
839,No,42,Travel_Rarely,Sales,4,4,Marketing,Male,Sales Executive,1,Single,5155,7,No,13,4,1
840,No,35,Travel_Rarely,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Married,2258,6,No,12,0,1
841,No,24,Travel_Rarely,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Single,3597,8,No,22,3,1
842,Yes,28,Travel_Rarely,Research & Development,12,1,Life Sciences,Female,Laboratory Technician,4,Married,2515,1,Yes,11,1,0
843,No,26,Travel_Rarely,Research & Development,3,4,Medical,Male,Laboratory Technician,4,Married,4420,1,No,22,7,0
844,No,30,Travel_Rarely,Sales,10,3,Marketing,Male,Sales Executive,3,Married,6578,1,No,18,3,1
845,No,40,Travel_Frequently,Research & Development,26,2,Medical,Female,Research Scientist,4,Married,4422,3,Yes,13,1,0
846,No,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,2,Divorced,10274,2,No,18,7,6
847,No,34,Travel_Frequently,Research & Development,1,3,Medical,Male,Healthcare Representative,1,Single,5343,0,No,20,9,4
848,No,35,Travel_Frequently,Research & Development,4,4,Other,Male,Laboratory Technician,4,Married,2376,1,No,13,2,2
849,Yes,43,Travel_Rarely,Sales,9,3,Marketing,Female,Sales Executive,3,Single,5346,8,No,13,3,1
850,No,32,Non-Travel,Sales,2,1,Life Sciences,Female,Sales Representative,1,Divorced,2827,1,No,12,0,0
851,No,56,Travel_Rarely,Research & Development,4,4,Technical Degree,Female,Manager,1,Divorced,19943,4,No,13,2,4
852,No,29,Travel_Rarely,Research & Development,6,1,Medical,Female,Laboratory Technician,4,Married,3131,1,No,13,8,0
853,No,19,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Single,2552,1,No,25,1,0
854,No,45,Travel_Rarely,Research & Development,7,3,Medical,Female,Research Scientist,3,Married,4477,4,Yes,19,2,0
855,No,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,4,Married,6474,1,No,13,8,3
856,No,20,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Single,3033,1,No,12,2,1
857,Yes,44,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,Research Scientist,3,Single,2936,1,Yes,11,4,0
858,No,53,Travel_Rarely,Research & Development,7,2,Medical,Female,Manager,3,Divorced,18606,3,No,18,7,4
859,No,29,Travel_Rarely,Research & Development,15,1,Life Sciences,Female,Research Scientist,4,Married,2168,0,Yes,18,4,1
860,Yes,22,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2853,0,Yes,11,0,0
861,No,46,Travel_Rarely,Sales,2,3,Marketing,Female,Manager,1,Married,17048,8,No,23,15,15
862,No,44,Non-Travel,Research & Development,17,3,Life Sciences,Male,Research Scientist,3,Single,2290,2,No,13,0,0
863,No,33,Travel_Rarely,Human Resources,2,3,Human Resources,Male,Human Resources,3,Married,3600,1,No,13,4,1
864,Yes,41,Non-Travel,Research & Development,5,2,Life Sciences,Male,Research Scientist,1,Divorced,2107,6,No,17,0,0
865,No,30,Travel_Rarely,Sales,29,4,Life Sciences,Male,Sales Executive,1,Divorced,4115,8,No,19,3,0
866,No,40,Travel_Frequently,Sales,2,4,Medical,Male,Sales Executive,2,Married,4327,5,No,12,0,0
867,No,50,Travel_Frequently,Research & Development,2,3,Medical,Female,Manager,1,Married,17856,2,No,22,2,2
868,No,28,Travel_Rarely,Research & Development,19,4,Medical,Male,Laboratory Technician,1,Married,3196,1,No,12,5,3
869,No,46,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,Research Director,2,Married,19081,5,No,11,2,0
870,No,35,Travel_Rarely,Sales,17,4,Life Sciences,Male,Sales Executive,1,Married,8966,3,Yes,15,7,1
871,Yes,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,Laboratory Technician,2,Married,2210,1,No,13,0,0
872,No,33,Travel_Frequently,Sales,25,3,Medical,Female,Sales Executive,3,Married,4539,1,No,12,7,0
873,No,36,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,3,Divorced,2741,1,No,14,7,1
874,No,30,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,3,Divorced,3491,1,No,13,7,8
875,No,44,Travel_Rarely,Research & Development,29,4,Other,Male,Research Scientist,4,Single,4541,1,No,25,11,13
876,No,20,Travel_Rarely,Sales,21,3,Marketing,Male,Sales Representative,4,Single,2678,1,No,17,1,2
877,No,46,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,Manufacturing Director,4,Divorced,7379,2,No,11,3,1
878,No,42,Non-Travel,Human Resources,2,5,Medical,Male,Human Resources,1,Married,6272,7,No,16,3,0
879,No,60,Travel_Rarely,Sales,7,4,Marketing,Male,Sales Executive,4,Divorced,5220,0,Yes,18,7,1
880,No,32,Travel_Frequently,Research & Development,13,3,Other,Female,Laboratory Technician,2,Married,2743,1,No,20,2,2
881,No,32,Travel_Frequently,Research & Development,2,2,Life Sciences,Female,Research Scientist,3,Single,4998,4,Yes,14,7,0
882,No,36,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,1,Divorced,10252,2,Yes,21,7,7
883,No,33,Travel_Rarely,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2781,0,No,13,10,4
884,No,40,Travel_Rarely,Sales,10,3,Technical Degree,Female,Sales Executive,2,Divorced,6852,7,No,12,1,1
885,No,25,Travel_Rarely,Sales,10,4,Life Sciences,Male,Sales Executive,4,Single,4950,0,No,14,3,1
886,No,30,Travel_Rarely,Research & Development,1,3,Medical,Male,Research Scientist,2,Married,3579,0,Yes,21,9,5
887,No,42,Travel_Frequently,Research & Development,26,5,Medical,Female,Research Director,1,Married,13191,3,Yes,17,0,0
888,No,35,Non-Travel,Sales,8,2,Marketing,Female,Sales Executive,4,Married,10377,4,Yes,11,2,4
889,No,27,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,Research Scientist,1,Married,2235,1,Yes,14,7,6
890,No,54,Travel_Frequently,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,7,No,17,4,1
891,No,44,Travel_Rarely,Research & Development,2,1,Life Sciences,Female,Research Scientist,4,Married,2011,1,No,13,5,7
892,Yes,19,Non-Travel,Research & Development,10,3,Medical,Female,Research Scientist,2,Single,1859,1,Yes,25,1,0
893,No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Scientist,4,Divorced,3760,1,No,15,2,1
894,No,54,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,17779,3,No,14,9,0
895,No,31,Travel_Rarely,Research & Development,11,2,Medical,Male,Healthcare Representative,1,Married,6833,1,Yes,12,5,0
896,No,31,Travel_Rarely,Research & Development,24,3,Medical,Female,Healthcare Representative,1,Single,6812,1,No,19,9,1
897,No,59,Travel_Rarely,Sales,3,3,Life Sciences,Female,Sales Executive,4,Single,5171,5,No,17,1,0
898,No,43,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,19740,3,No,14,7,0
899,No,49,Travel_Rarely,Research & Development,4,2,Medical,Male,Manager,3,Married,18711,2,No,13,0,0
900,No,36,Travel_Frequently,Research & Development,3,3,Technical Degree,Male,Research Scientist,2,Married,3692,1,No,12,10,0
901,No,48,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,Laboratory Technician,2,Single,2559,5,No,11,0,0
902,No,27,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,Research Scientist,3,Divorced,2517,1,No,11,3,0
903,No,29,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Healthcare Representative,4,Divorced,6623,1,Yes,11,0,1
904,No,48,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Director,4,Single,18265,6,No,12,0,0
905,No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Director,4,Divorced,16124,3,No,14,7,1
906,No,34,Travel_Rarely,Research & Development,20,3,Technical Degree,Female,Research Scientist,3,Married,2585,0,No,17,0,0
907,No,44,Travel_Rarely,Sales,5,3,Marketing,Male,Manager,2,Married,18213,7,No,11,9,3
908,No,33,Travel_Rarely,Sales,10,5,Marketing,Male,Sales Executive,3,Divorced,8380,0,Yes,14,8,0
909,No,19,Travel_Rarely,Research & Development,25,3,Life Sciences,Female,Research Scientist,4,Single,2994,1,Yes,12,0,0
910,No,23,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,1223,1,No,22,0,0
911,Yes,25,Travel_Frequently,Sales,24,1,Life Sciences,Male,Sales Representative,4,Single,1118,1,Yes,14,0,1
912,No,26,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,Research Scientist,4,Single,2875,1,Yes,20,5,2
913,Yes,45,Travel_Rarely,Sales,2,3,Marketing,Female,Manager,2,Single,18824,2,Yes,16,10,1
914,No,55,Non-Travel,Research & Development,8,1,Medical,Male,Healthcare Representative,2,Divorced,13577,1,Yes,15,9,15
915,Yes,21,Travel_Frequently,Research & Development,10,2,Life Sciences,Female,Laboratory Technician,3,Single,2625,1,No,20,2,2
916,No,46,Travel_Rarely,Sales,4,2,Marketing,Female,Manager,2,Married,18789,2,No,14,4,0
917,No,34,Travel_Rarely,Sales,2,3,Marketing,Female,Sales Executive,1,Single,4538,0,Yes,12,2,0
918,No,51,Travel_Frequently,Sales,9,3,Life Sciences,Male,Manager,2,Divorced,19847,4,Yes,24,10,11
919,No,59,Travel_Rarely,Research & Development,18,4,Medical,Male,Manufacturing Director,4,Single,10512,6,No,12,7,5
920,No,34,Travel_Frequently,Research & Development,19,3,Medical,Female,Laboratory Technician,2,Divorced,4444,4,No,13,8,5
921,No,28,Travel_Frequently,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Single,2154,0,Yes,11,2,0
922,No,44,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,Manager,1,Divorced,19190,1,No,14,9,14
923,No,34,Travel_Frequently,Human Resources,11,3,Life Sciences,Male,Human Resources,2,Married,4490,4,No,11,9,1
924,No,35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,Research Scientist,3,Married,3506,0,Yes,14,2,2
925,No,42,Travel_Rarely,Research & Development,7,4,Medical,Female,Research Scientist,2,Married,2372,6,Yes,16,0,0
926,No,43,Travel_Rarely,Sales,4,4,Marketing,Female,Sales Executive,4,Single,10231,3,No,14,7,15
927,No,36,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,2,Single,5410,9,Yes,11,14,5
